Wall time,Step,Value
1732474571.6270719,199,0.0
1732474940.7736683,399,0.0
1732475325.0399718,599,0.010869565419852734
1732475712.5173204,799,0.0
1732476323.4593053,999,0.02631578966975212
1732476950.2295167,1199,0.0
1732477569.9876626,1399,0.0
1732478253.8788846,1599,0.02631578966975212
1732478912.4823525,1799,0.0
1732479567.1993368,1999,0.0
1732480221.5827267,2199,0.0
1732480897.5220587,2399,0.010309278033673763
1732481584.9315023,2599,0.019999999552965164
1732482261.9023938,2799,0.0
1732482937.7125287,2999,0.0
1732483592.3325417,3199,0.010638297535479069
1732484265.8615637,3399,0.0
1732484974.7148585,3599,0.0
1732485619.375131,3799,0.0
1732486325.633217,3999,0.0
1732487023.1746652,4199,0.0
1732487705.1356885,4399,0.0
1732488396.5937915,4599,0.0
1732489078.2334836,4799,0.010416666977107525
1732489761.1221833,4999,0.0
1732490472.463667,5199,0.0
1732491174.565796,5399,0.0
1732491903.044441,5599,0.0
1732492608.7486393,5799,0.0
1732493291.9383404,5999,0.016949152573943138
1732493996.5832999,6199,0.0
1732494739.1271617,6399,0.0
1732495448.2756417,6599,0.0
1732496148.217314,6799,0.0
1732496847.5501318,6999,0.0
1732497543.9944532,7199,0.0
1732498244.4235766,7399,0.0181818176060915
1732498951.9750106,7599,0.0
1732499616.6216655,7799,0.0
1732500314.0823638,7999,0.0
1732501036.4707801,8199,0.0
1732501767.2748134,8399,0.0
1732502460.1671963,8599,0.0
1732503190.0687196,8799,0.0
1732503920.9158242,8999,0.0
1732504637.1119266,9199,0.0
1732505360.2942166,9399,0.0
1732506026.6217663,9599,0.0
1732506738.542505,9799,0.0
1732507437.9475658,9999,0.0
1732508150.674555,10199,0.0555555559694767
1732508864.4808834,10399,0.03703703731298447
1732509569.6226776,10599,0.0
1732510293.1802602,10799,0.0
1732510986.2699165,10999,0.01075268816202879
1732511682.1002147,11199,0.0
1732512392.1041782,11399,0.0
1732513092.489323,11599,0.0
1732513812.6802082,11799,0.0
1732514522.0287032,11999,0.0
1732515225.8648589,12199,0.0
1732515924.21248,12399,0.0
1732516611.0807447,12599,0.0
1732517289.3042479,12799,0.0
1732517985.4841142,12999,0.0
1732518660.2505548,13199,0.0
1732519355.704376,13399,0.0
1732520048.78912,13599,0.0
1732520736.2622159,13799,0.0
1732521438.179566,13999,0.0
1732522102.9763439,14199,0.0
1732522780.2257354,14399,0.03703703731298447
1732523472.5677185,14599,0.03703703731298447
1732524168.8199756,14799,0.02777777798473835
1732524857.6331632,14999,0.0
1732525536.7517996,15199,0.0
1732526238.5579686,15399,0.0
1732526934.3713663,15599,0.0
1732527635.4106984,15799,0.0
1732528330.7665308,15999,0.0
1732529007.669423,16199,0.0
1732529700.6897027,16399,0.0
1732530406.8396876,16599,0.0
1732531110.8573267,16799,0.0
1732531777.6674542,16999,0.0
1732532506.2371736,17199,0.0
1732533195.5405507,17399,0.0
1732533925.859451,17599,0.0
1732534622.7798738,17799,0.0
1732535331.1611936,17999,0.0
1732536022.4678247,18199,0.0
1732536720.021972,18399,0.0
1732537417.8524976,18599,0.0
1732538128.3365476,18799,0.0
1732538841.0884178,18999,0.0
1732539547.523792,19199,0.010526316240429878
1732540268.668275,19399,0.0
1732540991.7755833,19599,0.02083333395421505
1732541683.5431724,19799,0.0
1732542401.2816627,19999,0.0
