Wall time,Step,Value
1732745690.432652,199,0.0181818176060915
1732746390.0539062,399,0.0
1732747334.7557015,599,0.0
1732748382.1428897,799,0.03030303120613098
1732749397.148713,999,0.02222222276031971
1732750458.0430303,1199,0.0
1732751511.7610114,1399,0.0
1732752617.7697377,1599,0.0
1732753698.8571966,1799,0.016393441706895828
1732754826.22085,1999,0.0
1732755894.755312,2199,0.0
1732756943.950857,2399,0.014285714365541935
1732757973.4505355,2599,0.04305555671453476
1732759072.7805028,2799,0.0
1732760173.5980575,2999,0.0
1732761315.0680156,3199,0.0
1732762420.9404166,3399,0.0
1732763505.579786,3599,0.0
1732764590.5617146,3799,0.0
1732765667.4139984,3999,0.014084506779909134
1732766808.285502,4199,0.0
1732767916.8561053,4399,0.0
1732769045.284159,4599,0.0
1732770161.4622357,4799,0.017543859779834747
1732771274.1777787,4999,0.0
1732772404.8942525,5199,0.0
1732773508.8780725,5399,0.03653719648718834
1732774674.518108,5599,0.01666666753590107
1732775852.5948136,5799,0.0
1732777037.0133166,5999,0.0
1732778212.138926,6199,0.0
1732779414.7605252,6399,0.0
1732780602.9719198,6599,0.02083333395421505
1732781807.8806548,6799,0.0
1732783034.4987247,6999,0.0
1732784218.6362255,7199,0.0
1732785415.6042674,7399,0.0
1732786581.7240024,7599,0.03333333507180214
1732787750.660206,7799,0.0
1732788987.16936,7999,0.0
1732790235.2191978,8199,0.0
1732791465.4957988,8399,0.017241379246115685
1732792666.6401262,8599,0.02380952425301075
1732793905.7001176,8799,0.0
1732795184.0125728,8999,0.019999999552965164
1732796393.7111347,9199,0.0
1732797654.3329515,9399,0.020408162847161293
1732798830.8384624,9599,0.05785714462399483
1732800077.7778869,9799,0.0
1732801291.5767996,9999,0.0
1732802549.0444255,10199,0.0
1732803784.5056949,10399,0.0
1732805099.2067292,10599,0.0
1732870751.3865607,11799,0.0
1732871491.0688593,11999,0.0181818176060915
1732872712.8331192,12199,0.0
1732873955.695984,12399,0.0
1732875196.6626754,12599,0.0
1732876443.0546885,12799,0.0
1732877649.9618523,12999,0.0
1732878947.4351745,13199,0.0
1732880231.147268,13399,0.0
1732881461.0094073,13599,0.0
1732882692.6045005,13799,0.0
1732883973.945501,13999,0.0
1732885237.4212582,14199,0.0
1732886506.6033804,14399,0.012345679104328156
1732887748.326831,14599,0.012658228166401386
1732889008.880515,14799,0.01075268816202879
1732890266.491459,14999,0.026838432997465134
1732891478.5461276,15199,0.0
1732892702.2810798,15399,0.02857142873108387
1732893964.7560465,15599,0.0
1732895178.26248,15799,0.0
1732896449.5441682,15999,0.0
1732897704.0342145,16199,0.019999999552965164
1732898979.483657,16399,0.0
1732900226.9715266,16599,0.01886792480945587
1732901473.4817739,16799,0.0
1732902673.5626748,16999,0.021739130839705467
1732903876.108729,17199,0.01923076994717121
1732905089.393028,17399,0.016949152573943138
1732906314.814965,17599,0.0
1732907546.9322696,17799,0.0
1732908799.458465,17999,0.0
1732910054.419446,18199,0.0
1732911316.6427095,18399,0.012195121496915817
1732912564.9322543,18599,0.0
1732913807.6909587,18799,0.0
1732915072.8597753,18999,0.0
1732916323.4108381,19199,0.0
1732917561.9373486,19399,0.0
1732918804.0626762,19599,0.016129031777381897
1732920039.5880337,19799,0.020408162847161293
1732921322.8192396,19999,0.0
